year,quarter,country_state_level,location,registeredUsers,app_opens
2023,1,state,delhi,1416994,4447621
2023,2,state,delhi,1209741,4722227
2023,2,state,delhi,1690547,6131587
2023,2,state,delhi,1682305,5181082
2023,2,state,delhi,2546575,7256938
2023,2,state,delhi,1383364,3822184
2023,2,state,delhi,2055408,6504770
2023,2,state,delhi,1046614,2559895
2023,2,state,delhi,942089,2658909
2023,2,state,delhi,1275831,3522796
2023,2,state,delhi,1798636,4612879
2023,2,state,delhi,1471979,4441772
2023,3,state,delhi,1254751,4550171
2023,3,state,delhi,1754227,5783803
2023,3,state,delhi,1744588,4834414
2023,3,state,delhi,2641529,7154042
2023,3,state,delhi,1435544,3830749
2023,3,state,delhi,2133173,6244678
2023,3,state,delhi,1086372,2419223
2023,3,state,delhi,978886,2598489
2023,3,state,delhi,1322844,3448939
2023,3,state,delhi,1866671,4522240
2023,3,state,delhi,1528582,4206541
2023,4,state,delhi,1296849,48985333
2023,4,state,delhi,1815323,79824178
2023,4,state,delhi,1803952,62948469
2023,4,state,delhi,2732926,105964542
2023,4,state,delhi,1484762,49945667
2023,4,state,delhi,2207076,82307831
2023,4,state,delhi,1124343,53424787
2023,4,state,delhi,1014509,46191065
2023,4,state,delhi,1367614,50879134
2023,4,state,delhi,1933267,83288102
2023,4,state,delhi,1583005,75047516
2024,1,state,delhi,1345231,7099061
2024,1,state,delhi,1884700,9854622
2024,1,state,delhi,1871468,8014093
2024,1,state,delhi,2837958,11415594
2024,1,state,delhi,1541622,6256241
2024,1,state,delhi,2291746,10307766
2024,1,state,delhi,1167913,4068339
2024,1,state,delhi,1054875,4076322
2024,1,state,delhi,1418866,5605313
2024,1,state,delhi,2008098,6998272
2024,1,state,delhi,1644670,6607318
2024,2,state,delhi,1395197,8730038
2024,2,state,delhi,1956609,11673876
2024,2,state,delhi,1940666,9786463
2024,2,state,delhi,2945032,14222332
2024,2,state,delhi,1599704,7646333
2024,2,state,delhi,2378417,12685073
2024,2,state,delhi,1212695,5106495
2024,2,state,delhi,1096309,4996697
2024,2,state,delhi,1471663,7182204
2024,2,state,delhi,2085373,8800221
2024,2,state,delhi,1707431,8926727
2024,3,state,delhi,2262427,14700080
2024,3,state,delhi,1307337,10806190
2024,3,state,delhi,1990109,12661436
2024,3,state,delhi,1633520,10895135
2024,3,state,delhi,2715492,15900806
2024,3,state,delhi,1419174,8801048
2024,3,state,delhi,1189211,5553878
2024,3,state,delhi,1077520,5406085
2024,3,state,delhi,1256144,7745615
2024,3,state,delhi,1907401,9623779
2024,3,state,delhi,1686282,9586773
2024,4,state,delhi,2320701,110909791
2024,4,state,delhi,1340531,59225653
2024,4,state,delhi,2040406,109476985
2024,4,state,delhi,1676758,74170415
2024,4,state,delhi,2781222,138323563
2024,4,state,delhi,1452225,67178206
2024,4,state,delhi,1217468,66103068
2024,4,state,delhi,1105024,58794760
2024,4,state,delhi,1285131,71253749
2024,4,state,delhi,1953572,102324519
2024,4,state,delhi,1727450,94795783
2018,1,state,goa,57769,0
2018,1,state,goa,34167,0
2018,2,state,goa,76192,0
2018,2,state,goa,45982,0
2018,3,state,goa,95307,0
2018,3,state,goa,58495,0
2018,4,state,goa,121001,0
2018,4,state,goa,74349,0
2019,1,state,goa,147802,0
2019,1,state,goa,90350,0
2019,2,state,goa,173002,835794
2019,2,state,goa,105938,516438
2019,3,state,goa,197361,2920579
2019,3,state,goa,119833,1833313
2019,4,state,goa,220385,4020633
2019,4,state,goa,133161,2269910
2020,1,state,goa,244309,4665113
2020,1,state,goa,147591,2482120
2020,2,state,goa,267533,3107692
2020,2,state,goa,163106,2202434
2020,3,state,goa,294195,3452539
2020,3,state,goa,180767,2677227
2020,4,state,goa,326479,6920554
2020,4,state,goa,201105,4070564
2021,1,state,goa,352593,10384042
2021,1,state,goa,217442,5083630
2021,2,state,goa,376703,6869935
2021,2,state,goa,232403,5840426
2021,3,state,goa,403952,8991751
2021,3,state,goa,249506,7583360
2021,4,state,goa,430814,18057835
2021,4,state,goa,266364,10230419
2022,1,state,goa,456250,9699093
2022,1,state,goa,282378,8979705
2022,2,state,goa,480353,9824694
2022,2,state,goa,297426,9237463
2022,3,state,goa,504946,9634393
2022,3,state,goa,312884,10078371
2022,4,state,goa,527826,26805263
2022,4,state,goa,327376,16199949
2023,1,state,goa,550554,11867919
2023,1,state,goa,341631,10962012
2023,2,state,goa,571111,9966416
2023,2,state,goa,354909,10253228
2023,3,state,goa,593176,12566389
2023,3,state,goa,368655,11451325
2023,4,state,goa,613836,41802647
2023,4,state,goa,382087,23066256
2024,1,state,goa,637677,15295964
2024,1,state,goa,397373,15872352
2024,2,state,goa,661408,9632970
2024,2,state,goa,412108,11726973
2024,3,state,goa,589892,31320884
2024,3,state,goa,524142,18637960
2024,4,state,goa,605009,45684291
2024,4,state,goa,538323,32746454
2018,1,state,gujarat,68052,0
2018,1,state,gujarat,52416,0
2018,1,state,gujarat,15809,0
2018,1,state,gujarat,133017,0
2018,1,state,gujarat,21932,0
2018,1,state,gujarat,6581,0
2018,1,state,gujarat,23738,0
2018,1,state,gujarat,101575,0
2018,1,state,gujarat,87683,0
2018,1,state,gujarat,35171,0
2018,1,state,gujarat,97004,0
2018,1,state,gujarat,2285,0
2018,1,state,gujarat,43776,0
2018,1,state,gujarat,489852,0
2018,1,state,gujarat,12401,0
2018,1,state,gujarat,118201,0
2018,1,state,gujarat,32263,0
2018,1,state,gujarat,6464,0
2018,1,state,gujarat,28292,0
2018,1,state,gujarat,80138,0
2018,1,state,gujarat,11048,0
2018,1,state,gujarat,45018,0
2018,1,state,gujarat,14231,0
2018,1,state,gujarat,205722,0
2018,1,state,gujarat,93506,0
2018,1,state,gujarat,31443,0
2018,1,state,gujarat,572811,0
2018,1,state,gujarat,16212,0
2018,1,state,gujarat,35437,0
2018,1,state,gujarat,41580,0
2018,1,state,gujarat,97838,0
2018,1,state,gujarat,38223,0
2018,1,state,gujarat,30329,0
2018,2,state,gujarat,90911,0
2018,2,state,gujarat,68512,0
2018,2,state,gujarat,20804,0
2018,2,state,gujarat,174778,0
2018,2,state,gujarat,29047,0
2018,2,state,gujarat,9053,0
2018,2,state,gujarat,32883,0
2018,2,state,gujarat,134500,0
2018,2,state,gujarat,115812,0
2018,2,state,gujarat,46665,0
2018,2,state,gujarat,127614,0
2018,2,state,gujarat,3047,0
2018,2,state,gujarat,60097,0
2018,2,state,gujarat,652372,0
2018,2,state,gujarat,16137,0
2018,2,state,gujarat,155539,0
2018,2,state,gujarat,42575,0
2018,2,state,gujarat,8940,0
2018,2,state,gujarat,37769,0
2018,2,state,gujarat,107556,0
2018,2,state,gujarat,15010,0
2018,2,state,gujarat,59955,0
2018,2,state,gujarat,19255,0
2018,2,state,gujarat,271730,0
2018,2,state,gujarat,125849,0
2018,2,state,gujarat,42021,0
2018,2,state,gujarat,751746,0
2018,2,state,gujarat,21983,0
2018,2,state,gujarat,47911,0
2018,2,state,gujarat,55482,0
2018,2,state,gujarat,128064,0
2018,2,state,gujarat,51527,0
2018,2,state,gujarat,40681,0
2018,3,state,gujarat,116188,0
2018,3,state,gujarat,84886,0
2018,3,state,gujarat,26394,0
2018,3,state,gujarat,215459,0
2018,3,state,gujarat,37199,0
2018,3,state,gujarat,12302,0
2018,3,state,gujarat,40559,0
2018,3,state,gujarat,169322,0
2018,3,state,gujarat,141243,0
2018,3,state,gujarat,57716,0
2018,3,state,gujarat,157274,0
2018,3,state,gujarat,4052,0
2018,3,state,gujarat,80213,0
2018,3,state,gujarat,808005,0
2018,3,state,gujarat,19921,0
2018,3,state,gujarat,190882,0
2018,3,state,gujarat,53825,0
2018,3,state,gujarat,11957,0
2018,3,state,gujarat,47541,0
2018,3,state,gujarat,136470,0
2018,3,state,gujarat,19564,0
2018,3,state,gujarat,74642,0
2018,3,state,gujarat,25095,0
2018,3,state,gujarat,335125,0
2018,3,state,gujarat,159591,0
2018,3,state,gujarat,53845,0
2018,3,state,gujarat,919252,0
2018,3,state,gujarat,28857,0
2018,3,state,gujarat,60676,0
2018,3,state,gujarat,68979,0
2018,3,state,gujarat,158762,0
2018,3,state,gujarat,65325,0
2018,3,state,gujarat,52062,0
2018,4,state,gujarat,146258,0
2018,4,state,gujarat,103876,0
2018,4,state,gujarat,32660,0
2018,4,state,gujarat,260602,0
2018,4,state,gujarat,46665,0
2018,4,state,gujarat,16321,0
2018,4,state,gujarat,49066,0
2018,4,state,gujarat,211843,0
2018,4,state,gujarat,173699,0
2018,4,state,gujarat,70174,0
2018,4,state,gujarat,192493,0
2018,4,state,gujarat,5165,0
2018,4,state,gujarat,103292,0
2018,4,state,gujarat,998807,0
2018,4,state,gujarat,24373,0
2018,4,state,gujarat,242368,0
2018,4,state,gujarat,68139,0
2018,4,state,gujarat,15550,0
2018,4,state,gujarat,58991,0
2018,4,state,gujarat,172711,0
2018,4,state,gujarat,25483,0
2018,4,state,gujarat,91898,0
2018,4,state,gujarat,31929,0
2018,4,state,gujarat,421895,0
2018,4,state,gujarat,197774,0
2018,4,state,gujarat,67020,0
2018,4,state,gujarat,1212636,0
2018,4,state,gujarat,36773,0
2018,4,state,gujarat,75930,0
2018,4,state,gujarat,84408,0
2018,4,state,gujarat,195295,0
2018,4,state,gujarat,80167,0
2018,4,state,gujarat,64779,0
2019,1,state,gujarat,175515,0
2019,1,state,gujarat,121494,0
2019,1,state,gujarat,38898,0
2019,1,state,gujarat,304415,0
2019,1,state,gujarat,56005,0
2019,1,state,gujarat,20287,0
2019,1,state,gujarat,58126,0
2019,1,state,gujarat,252826,0
2019,1,state,gujarat,203617,0
2019,1,state,gujarat,82263,0
2019,1,state,gujarat,230403,0
2019,1,state,gujarat,6307,0
2019,1,state,gujarat,124598,0
2019,1,state,gujarat,1180819,0
2019,1,state,gujarat,28860,0
2019,1,state,gujarat,291858,0
2019,1,state,gujarat,81863,0
2019,1,state,gujarat,19105,0
2019,1,state,gujarat,69872,0
2019,1,state,gujarat,209477,0
2019,1,state,gujarat,31147,0
2019,1,state,gujarat,109651,0
2019,1,state,gujarat,39195,0
2019,1,state,gujarat,502520,0
2019,1,state,gujarat,239613,0
2019,1,state,gujarat,79690,0
2019,1,state,gujarat,1450100,0
2019,1,state,gujarat,45141,0
2019,1,state,gujarat,91812,0
2019,1,state,gujarat,101323,0
2019,1,state,gujarat,231871,0
2019,1,state,gujarat,95904,0
2019,1,state,gujarat,77961,0
2019,2,state,gujarat,200007,829604
2019,2,state,gujarat,138108,548729
2019,2,state,gujarat,44975,154760
2019,2,state,gujarat,345178,1070493
2019,2,state,gujarat,64792,271675
2019,2,state,gujarat,23917,92854
2019,2,state,gujarat,65918,257831
2019,2,state,gujarat,284296,1318343
2019,2,state,gujarat,230394,860365
2019,2,state,gujarat,94221,271227
2019,2,state,gujarat,259949,1242721
2019,2,state,gujarat,7532,37591
2019,2,state,gujarat,144091,600534
2019,2,state,gujarat,1338584,5960403
2019,2,state,gujarat,33374,100742
2019,2,state,gujarat,333056,1907551
2019,2,state,gujarat,92621,385797
2019,2,state,gujarat,22503,101020
2019,2,state,gujarat,79786,253664
2019,2,state,gujarat,238764,1111437
2019,2,state,gujarat,36155,138423
2019,2,state,gujarat,123754,534999
2019,2,state,gujarat,45441,189646
2019,2,state,gujarat,572031,2539174
2019,2,state,gujarat,271379,1204053
2019,2,state,gujarat,91819,339203
2019,2,state,gujarat,1656341,9405838
2019,2,state,gujarat,52197,204285
2019,2,state,gujarat,106244,417352
2019,2,state,gujarat,115299,552351
2019,2,state,gujarat,261458,1230320
2019,2,state,gujarat,110431,409241
2019,2,state,gujarat,90030,348075
2019,3,state,gujarat,226293,3576103
2019,3,state,gujarat,154042,1899038
2019,3,state,gujarat,49534,509421
2019,3,state,gujarat,384852,3993364
2019,3,state,gujarat,73003,1020958
2019,3,state,gujarat,27128,329896
2019,3,state,gujarat,72181,991985
2019,3,state,gujarat,315856,4792841
2019,3,state,gujarat,255608,3293381
2019,3,state,gujarat,104847,969001
2019,3,state,gujarat,286652,4457337
2019,3,state,gujarat,8306,116253
2019,3,state,gujarat,162956,2432770
2019,3,state,gujarat,1481391,21408636
2019,3,state,gujarat,36834,330737
2019,3,state,gujarat,372464,7433206
2019,3,state,gujarat,102546,1338850
2019,3,state,gujarat,25267,363436
2019,3,state,gujarat,88366,860095
2019,3,state,gujarat,266134,3902867
2019,3,state,gujarat,40679,466958
2019,3,state,gujarat,138237,2021301
2019,3,state,gujarat,51028,646547
2019,3,state,gujarat,637678,9548665
2019,3,state,gujarat,301373,4487309
2019,3,state,gujarat,101453,1176949
2019,3,state,gujarat,1848860,35854721
2019,3,state,gujarat,59460,737968
2019,3,state,gujarat,118324,1417853
2019,3,state,gujarat,128573,2225161
2019,3,state,gujarat,285519,4167209
2019,3,state,gujarat,122518,1455000
2019,3,state,gujarat,101337,1215668
2019,4,state,gujarat,252401,3905511
2019,4,state,gujarat,171337,2227178
2019,4,state,gujarat,55209,621177
2019,4,state,gujarat,426178,4545689
2019,4,state,gujarat,83136,1295090
2019,4,state,gujarat,31338,429297
2019,4,state,gujarat,80499,1181335
2019,4,state,gujarat,350619,5971371
2019,4,state,gujarat,286520,4080547
2019,4,state,gujarat,117357,1216157
2019,4,state,gujarat,316985,5363608
2019,4,state,gujarat,9594,151581
2019,4,state,gujarat,182669,2664051
2019,4,state,gujarat,1624077,23613804
2019,4,state,gujarat,40962,385502
2019,4,state,gujarat,408526,8201437
2019,4,state,gujarat,115707,1726942
2019,4,state,gujarat,28910,492480
2019,4,state,gujarat,98982,1160727
2019,4,state,gujarat,296977,4849239
2019,4,state,gujarat,47237,629528
2019,4,state,gujarat,155618,2589322
2019,4,state,gujarat,58115,863661
2019,4,state,gujarat,700817,11292180
2019,4,state,gujarat,339582,5546860
2019,4,state,gujarat,114242,1576597
2019,4,state,gujarat,2015947,37991904
2019,4,state,gujarat,69618,957179
2019,4,state,gujarat,131460,1723534
2019,4,state,gujarat,144779,2497573
2019,4,state,gujarat,314732,4871076
2019,4,state,gujarat,138218,1846653
2019,4,state,gujarat,115451,1504967
2020,1,state,gujarat,277835,4127652
2020,1,state,gujarat,188224,2298804
2020,1,state,gujarat,61293,730723
2020,1,state,gujarat,469636,5039899
2020,1,state,gujarat,94716,1602742
2020,1,state,gujarat,36116,529547
2020,1,state,gujarat,88241,1198952
2020,1,state,gujarat,384819,6765391
2020,1,state,gujarat,315412,4262838
2020,1,state,gujarat,130231,1358193
2020,1,state,gujarat,349897,6028256
2020,1,state,gujarat,10877,181854
2020,1,state,gujarat,204548,3047323
2020,1,state,gujarat,1772703,27362139
2020,1,state,gujarat,45383,444447
2020,1,state,gujarat,445290,8879457
2020,1,state,gujarat,129831,1963840
2020,1,state,gujarat,33074,595463
2020,1,state,gujarat,110211,1337958
2020,1,state,gujarat,330053,5604622
2020,1,state,gujarat,54880,782289
2020,1,state,gujarat,174426,3030789
2020,1,state,gujarat,65634,1036092
2020,1,state,gujarat,763969,12483845
2020,1,state,gujarat,386212,7051669
2020,1,state,gujarat,126423,1611436
2020,1,state,gujarat,2185983,40521157
2020,1,state,gujarat,81529,1236284
2020,1,state,gujarat,146018,1993140
2020,1,state,gujarat,164027,2890050
2020,1,state,gujarat,347270,5714637
2020,1,state,gujarat,154610,2101503
2020,1,state,gujarat,130472,1792131
2020,2,state,gujarat,307408,3806180
2020,2,state,gujarat,208647,2264637
2020,2,state,gujarat,69591,833260
2020,2,state,gujarat,522650,4850731
2020,2,state,gujarat,109491,2026596
2020,2,state,gujarat,43696,767414
2020,2,state,gujarat,100129,1724159
2020,2,state,gujarat,423017,6655417
2020,2,state,gujarat,354301,5050744
2020,2,state,gujarat,147012,1678274
2020,2,state,gujarat,389562,6476731
2020,2,state,gujarat,12754,242151
2020,2,state,gujarat,232123,3424229
2020,2,state,gujarat,1935894,21659619
2020,2,state,gujarat,50733,518063
2020,2,state,gujarat,488351,7343038
2020,2,state,gujarat,148675,2136842
2020,2,state,gujarat,39531,762775
2020,2,state,gujarat,125777,1902233
2020,2,state,gujarat,372771,5991227
2020,2,state,gujarat,64428,1138847
2020,2,state,gujarat,196035,3368537
2020,2,state,gujarat,76018,1298227
2020,2,state,gujarat,830759,10076172
2020,2,state,gujarat,446603,8305317
2020,2,state,gujarat,145486,2447389
2020,2,state,gujarat,2384154,31306891
2020,2,state,gujarat,102250,1808011
2020,2,state,gujarat,166398,2282454
2020,2,state,gujarat,185703,3289294
2020,2,state,gujarat,385480,5599740
2020,2,state,gujarat,176758,2588128
2020,2,state,gujarat,150472,1641032
2020,3,state,gujarat,336799,4331672
2020,3,state,gujarat,227798,2485735
2020,3,state,gujarat,76991,860629
2020,3,state,gujarat,573062,5528685
2020,3,state,gujarat,122687,2133497
2020,3,state,gujarat,49929,741433
2020,3,state,gujarat,109438,1607234
2020,3,state,gujarat,462292,8024617
2020,3,state,gujarat,387781,5290196
2020,3,state,gujarat,163177,1718468
2020,3,state,gujarat,427950,7432916
2020,3,state,gujarat,14501,254123
2020,3,state,gujarat,256968,3629599
2020,3,state,gujarat,2092712,23450291
2020,3,state,gujarat,56130,556557
2020,3,state,gujarat,529771,9721563
2020,3,state,gujarat,165251,2379253
2020,3,state,gujarat,44654,787689
2020,3,state,gujarat,139141,1786233
2020,3,state,gujarat,410740,6542204
2020,3,state,gujarat,73191,1039369
2020,3,state,gujarat,218309,4022650
2020,3,state,gujarat,84921,1370436
2020,3,state,gujarat,901492,13501217
2020,3,state,gujarat,501471,9413818
2020,3,state,gujarat,161288,2326604
2020,3,state,gujarat,2580178,43984650
2020,3,state,gujarat,118431,1832118
2020,3,state,gujarat,183779,2416323
2020,3,state,gujarat,206708,3658324
2020,3,state,gujarat,423729,6675502
2020,3,state,gujarat,197594,2754011
2020,3,state,gujarat,168984,2144856
2020,4,state,gujarat,367561,5362999
2020,4,state,gujarat,248187,2953949
2020,4,state,gujarat,84750,1018943
2020,4,state,gujarat,627654,6696956
2020,4,state,gujarat,135616,2560222
2020,4,state,gujarat,56282,902789
2020,4,state,gujarat,117629,1521917
2020,4,state,gujarat,508005,10786740
2020,4,state,gujarat,419697,5661522
2020,4,state,gujarat,178595,1940195
2020,4,state,gujarat,464932,8801141
2020,4,state,gujarat,16317,322911
2020,4,state,gujarat,282429,4361153
2020,4,state,gujarat,2278232,34575532
2020,4,state,gujarat,62166,676620
2020,4,state,gujarat,572461,11718890
2020,4,state,gujarat,182696,2927538
2020,4,state,gujarat,50130,992643
2020,4,state,gujarat,152104,1987260
2020,4,state,gujarat,452628,8644503
2020,4,state,gujarat,81588,1232668
2020,4,state,gujarat,240357,4888877
2020,4,state,gujarat,94476,1765259
2020,4,state,gujarat,980658,17540053
2020,4,state,gujarat,551645,10634353
2020,4,state,gujarat,176011,2282316
2020,4,state,gujarat,2787991,54175819
2020,4,state,gujarat,132954,2063724
2020,4,state,gujarat,201412,3007453
2020,4,state,gujarat,227441,4369785
2020,4,state,gujarat,466855,8257809
2020,4,state,gujarat,216954,3173754
2020,4,state,gujarat,188790,2691060
2021,1,state,gujarat,395164,5855859
2021,1,state,gujarat,267315,3413685
2021,1,state,gujarat,91653,1125352
2021,1,state,gujarat,677301,7803138
2021,1,state,gujarat,146811,2774336
2021,1,state,gujarat,61097,970270
2021,1,state,gujarat,126302,1642524
2021,1,state,gujarat,548541,12399575
2021,1,state,gujarat,450462,5750612
2021,1,state,gujarat,192500,2001820
2021,1,state,gujarat,500511,9595361
2021,1,state,gujarat,17658,350858
2021,1,state,gujarat,304909,4828751
2021,1,state,gujarat,2458596,41476549
2021,1,state,gujarat,67063,725183
2021,1,state,gujarat,615315,13654781
2021,1,state,gujarat,197602,3236700
2021,1,state,gujarat,54427,1070694
2021,1,state,gujarat,163763,2007742
2021,1,state,gujarat,489062,10057529
2021,1,state,gujarat,88343,1262035
2021,1,state,gujarat,259578,5343748
2021,1,state,gujarat,102144,1963282
2021,1,state,gujarat,1053954,20042908
2021,1,state,gujarat,598384,12443664
2021,1,state,gujarat,189252,2198433
2021,1,state,gujarat,2999575,63813424
2021,1,state,gujarat,144445,2338472
2021,1,state,gujarat,216841,3189672
2021,1,state,gujarat,246083,4877445
2021,1,state,gujarat,505517,9800171
2021,1,state,gujarat,234429,3456434
2021,1,state,gujarat,205529,3261867
2021,2,state,gujarat,422965,5154924
2021,2,state,gujarat,287113,5057707
2021,2,state,gujarat,98957,3134118
2021,2,state,gujarat,726817,9593985
2021,2,state,gujarat,158083,5332899
2021,2,state,gujarat,66155,3188155
2021,2,state,gujarat,135845,3457428
2021,2,state,gujarat,588777,12729351
2021,2,state,gujarat,483224,7322593
2021,2,state,gujarat,207118,4070018
2021,2,state,gujarat,536645,9759520
2021,2,state,gujarat,19033,1976849
2021,2,state,gujarat,327251,5529938
2021,2,state,gujarat,2633443,29247704
2021,2,state,gujarat,72172,1437404
2021,2,state,gujarat,658428,9936713
2021,2,state,gujarat,212616,4678402
2021,2,state,gujarat,58790,3238851
2021,2,state,gujarat,176061,3419888
2021,2,state,gujarat,524614,9184319
2021,2,state,gujarat,95143,3203297
2021,2,state,gujarat,278539,7088156
2021,2,state,gujarat,109719,4093925
2021,2,state,gujarat,1127636,15605412
2021,2,state,gujarat,645073,18355543
2021,2,state,gujarat,204136,5600950
2021,2,state,gujarat,3209841,43943326
2021,2,state,gujarat,155988,5021344
2021,2,state,gujarat,232448,4010253
2021,2,state,gujarat,265040,6916848
2021,2,state,gujarat,543585,17784778
2021,2,state,gujarat,253097,8057144
2021,2,state,gujarat,221629,5300801
2021,3,state,gujarat,454516,6900160
2021,3,state,gujarat,309842,6879580
2021,3,state,gujarat,107517,4310397
2021,3,state,gujarat,782611,13876245
2021,3,state,gujarat,171101,6762291
2021,3,state,gujarat,72071,3853239
2021,3,state,gujarat,146842,4926482
2021,3,state,gujarat,634589,16949930
2021,3,state,gujarat,520764,9381379
2021,3,state,gujarat,223916,5211050
2021,3,state,gujarat,578072,12920050
2021,3,state,gujarat,20709,2684008
2021,3,state,gujarat,352948,7212127
2021,3,state,gujarat,2830392,40635199
2021,3,state,gujarat,78063,1911079
2021,3,state,gujarat,706654,13323374
2021,3,state,gujarat,229915,6133463
2021,3,state,gujarat,63821,4425170
2021,3,state,gujarat,190336,4151926
2021,3,state,gujarat,565423,11974387
2021,3,state,gujarat,103140,3964068
2021,3,state,gujarat,300258,9248561
2021,3,state,gujarat,118730,5066590
2021,3,state,gujarat,1210266,20471153
2021,3,state,gujarat,698841,25209534
2021,3,state,gujarat,221334,7968878
2021,3,state,gujarat,3445024,59071276
2021,3,state,gujarat,169037,6295402
2021,3,state,gujarat,250233,5157919
2021,3,state,gujarat,287021,9346449
2021,3,state,gujarat,587589,25294185
2021,3,state,gujarat,274891,10995970
2021,3,state,gujarat,240295,7475630
2021,4,state,gujarat,485306,9981987
2021,4,state,gujarat,331942,6896774
2021,4,state,gujarat,115900,2359435
2021,4,state,gujarat,837869,15665197
2021,4,state,gujarat,183617,5917538
2021,4,state,gujarat,77777,1850678
2021,4,state,gujarat,157462,4378199
2021,4,state,gujarat,679705,23721158
2021,4,state,gujarat,558013,10583117
2021,4,state,gujarat,240022,3983195
2021,4,state,gujarat,618376,18408357
2021,4,state,gujarat,22325,682005
2021,4,state,gujarat,377827,8810443
2021,4,state,gujarat,3026960,70043416
2021,4,state,gujarat,83713,1326247
2021,4,state,gujarat,754369,23172671
2021,4,state,gujarat,246694,6699089
2021,4,state,gujarat,68577,2219237
2021,4,state,gujarat,204170,4304710
2021,4,state,gujarat,605655,20362236
2021,4,state,gujarat,110939,2564905
2021,4,state,gujarat,321717,10478837
2021,4,state,gujarat,127186,3764085
2021,4,state,gujarat,1292097,33004408
2021,4,state,gujarat,751116,29341685
2021,4,state,gujarat,237874,5251219
2021,4,state,gujarat,3679243,106054208
2021,4,state,gujarat,181787,5398314
2021,4,state,gujarat,267352,5803020
2021,4,state,gujarat,308499,9755228
2021,4,state,gujarat,630878,20539880
2021,4,state,gujarat,295801,7294918
2021,4,state,gujarat,258433,7229813
2022,1,state,gujarat,514400,7167547
2022,1,state,gujarat,352844,11272088
2022,1,state,gujarat,123599,10163939
2022,1,state,gujarat,889499,21835586
2022,1,state,gujarat,195778,13826407
2022,1,state,gujarat,83102,9593557
2022,1,state,gujarat,167646,11054773
2022,1,state,gujarat,722367,22613416
2022,1,state,gujarat,593259,14665634
2022,1,state,gujarat,255421,10584411
2022,1,state,gujarat,656908,15122677
2022,1,state,gujarat,23744,5058807
2022,1,state,gujarat,401982,10309975
2022,1,state,gujarat,3210535,25388620
2022,1,state,gujarat,89084,3467401
2022,1,state,gujarat,799301,9240181
2022,1,state,gujarat,263066,11638061
2022,1,state,gujarat,73152,10102922
2022,1,state,gujarat,217816,7182103
2022,1,state,gujarat,643742,11625495
2022,1,state,gujarat,118430,8605093
2022,1,state,gujarat,342020,15498082
2022,1,state,gujarat,135297,8491029
2022,1,state,gujarat,1368210,17275828
2022,1,state,gujarat,802470,50103535
2022,1,state,gujarat,253714,21192598
2022,1,state,gujarat,3897869,37428068
2022,1,state,gujarat,194298,13091132
2022,1,state,gujarat,283795,7740515
2022,1,state,gujarat,329312,17459087
2022,1,state,gujarat,671465,46433002
2022,1,state,gujarat,315677,22854956
2022,1,state,gujarat,275512,13690414
2022,2,state,gujarat,541890,7236033
2022,2,state,gujarat,372354,12188995
2022,2,state,gujarat,130591,13208562
2022,2,state,gujarat,937863,24500393
2022,2,state,gujarat,206898,17033575
2022,2,state,gujarat,87903,11318925
2022,2,state,gujarat,177233,13628450
2022,2,state,gujarat,762752,24641932
2022,2,state,gujarat,626197,18525992
2022,2,state,gujarat,269699,12317381
2022,2,state,gujarat,692794,17872342
2022,2,state,gujarat,25026,6868251
2022,2,state,gujarat,424243,11926637
2022,2,state,gujarat,3385398,25782369
2022,2,state,gujarat,93938,4290977
2022,2,state,gujarat,841732,8826550
2022,2,state,gujarat,277783,13730984
2022,2,state,gujarat,77313,12964941
2022,2,state,gujarat,230290,9190564
2022,2,state,gujarat,679340,13855143
2022,2,state,gujarat,125105,10788262
2022,2,state,gujarat,360675,18555269
2022,2,state,gujarat,142824,10380992
2022,2,state,gujarat,1440949,19565706
2022,2,state,gujarat,849884,61411670
2022,2,state,gujarat,268232,28086720
2022,2,state,gujarat,4105172,37385392
2022,2,state,gujarat,205476,16850083
2022,2,state,gujarat,299199,10087059
2022,2,state,gujarat,348256,20058579
2022,2,state,gujarat,709339,53661492
2022,2,state,gujarat,333698,26953553
2022,2,state,gujarat,291550,16249663
2022,3,state,gujarat,570211,7663778
2022,3,state,gujarat,391677,15828687
2022,3,state,gujarat,136943,15945131
2022,3,state,gujarat,986904,31404029
2022,3,state,gujarat,217755,19551310
2022,3,state,gujarat,92089,13788338
2022,3,state,gujarat,186625,15729417
2022,3,state,gujarat,803845,24985089
2022,3,state,gujarat,659228,22529367
2022,3,state,gujarat,283145,13570972
2022,3,state,gujarat,729723,21478805
2022,3,state,gujarat,26180,8364976
2022,3,state,gujarat,446779,13172712
2022,3,state,gujarat,3567767,25192019
2022,3,state,gujarat,98587,4938585
2022,3,state,gujarat,885535,9731484
2022,3,state,gujarat,292755,16286040
2022,3,state,gujarat,81169,12729908
2022,3,state,gujarat,242764,10375694
2022,3,state,gujarat,716467,15625470
2022,3,state,gujarat,131554,12902389
2022,3,state,gujarat,379718,21747099
2022,3,state,gujarat,149968,10482703
2022,3,state,gujarat,1515556,19765164
2022,3,state,gujarat,896869,77028892
2022,3,state,gujarat,281819,32567387
2022,3,state,gujarat,4319512,39280139
2022,3,state,gujarat,216199,19811697
2022,3,state,gujarat,314617,9787723
2022,3,state,gujarat,367059,22613364
2022,3,state,gujarat,747079,60380130
2022,3,state,gujarat,351078,34325117
2022,3,state,gujarat,307545,19538289
